,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.species,attributes.hierarchy.family,attributes.hierarchy.kingdom,attributes.hierarchy.genus,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
237,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:methylpentosum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:methylpentosum,Clostridiales,methylpentosum,Ruminococcaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,methylpentosum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AClostridium%253Amethylpentosum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,321.0,0.6738459601,1.0,0.0057670127
238,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:RFN20,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:RFN20,Erysipelotrichales,,Erysipelotrichaceae,Bacteria,RFN20,Firmicutes,Erysipelotrichi,Bacteria,RFN20,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ARFN20,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,2.0,0.0041984172,,
239,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,Clostridiales,,Veillonellaceae,Bacteria,Anaerovibrio,Firmicutes,Clostridia,Bacteria,Anaerovibrio,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AAnaerovibrio,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,2.0,0.0041984172,,
240,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Anaerobacillus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Anaerobacillus,Bacillales,,Bacillaceae,Bacteria,Anaerobacillus,Firmicutes,Bacilli,Bacteria,Anaerobacillus,Bacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253AAnaerobacillus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,12.0,0.0172366739,1.0,0.0020992086,,
241,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus:cecorum,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus:cecorum,Lactobacillales,cecorum,Enterococcaceae,Bacteria,Enterococcus,Firmicutes,Bacilli,Bacteria,cecorum,Enterococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae%253AEnterococcus%253Acecorum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,51.0,0.0732558641,47.0,0.0986628041,1.0,0.0057670127
242,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Vibrionaceae:Salinivibrio:costicola,1,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Vibrionaceae:Salinivibrio:costicola,Vibrionales,costicola,Vibrionaceae,Bacteria,Salinivibrio,Proteobacteria,Gammaproteobacteria,Bacteria,costicola,Salinivibrio,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AVibrionales%253AVibrionaceae%253ASalinivibrio%253Acosticola,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,67.0,0.0934162461,52.0,0.0746922536,1.0,0.0020992086,1.0,0.0057670127
243,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Providencia,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Providencia,Enterobacteriales,,Enterobacteriaceae,Bacteria,Providencia,Proteobacteria,Gammaproteobacteria,Bacteria,Providencia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AProvidencia,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,2.0,0.0041984172,,
244,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Baumannia:cicadellinicola,97,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Baumannia:cicadellinicola,Enterobacteriales,cicadellinicola,Enterobacteriaceae,Bacteria,Baumannia,Proteobacteria,Gammaproteobacteria,Bacteria,cicadellinicola,Baumannia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ABaumannia%253Acicadellinicola,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,97.0,0.203623234,97.0,0.5594002307
245,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:fimetarium,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:fimetarium,Clostridiales,fimetarium,Lachnospiraceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,fimetarium,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AClostridium%253Afimetarium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,321.0,0.6738459601,3.0,0.0173010381
246,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,61,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,Clostridiales,pectinoschiza,Lachnospiraceae,Bacteria,Lachnospira,Firmicutes,Clostridia,Bacteria,pectinoschiza,Lachnospira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira%253Apectinoschiza,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,989.0,2.0761173038,61.0,0.3517877739
247,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales,Pasteurellales,,,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Pasteurellales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,228.0,0.3178940911,,,,,,
248,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Plesiomonas:shigelloides,193,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Plesiomonas:shigelloides,Enterobacteriales,shigelloides,Enterobacteriaceae,Bacteria,Plesiomonas,Proteobacteria,Gammaproteobacteria,Bacteria,shigelloides,Plesiomonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253APlesiomonas%253Ashigelloides,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,193.0,0.4051472595,193.0,1.1130334487
249,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Oceanospirillales:Hahellaceae:Hahella,1,Bacteria:Proteobacteria:Gammaproteobacteria:Oceanospirillales:Hahellaceae:Hahella,Oceanospirillales,,Hahellaceae,Bacteria,Hahella,Proteobacteria,Gammaproteobacteria,Bacteria,Hahella,Hahellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AOceanospirillales%253AHahellaceae%253AHahella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,1.0,0.0013942723,1.0,0.0014363895,1.0,0.0020992086,,
250,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,Clostridiales,torques,Lachnospiraceae,Bacteria,Ruminococcus,Firmicutes,Clostridia,Bacteria,torques,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Atorques,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,396.0,0.8312866049,2.0,0.0115340254
251,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,166,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,Erysipelotrichales,,Erysipelotrichaceae,Bacteria,,Firmicutes,Erysipelotrichi,Bacteria,Erysipelotrichaceae,Erysipelotrichales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,,,,
252,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Peptoniphilus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Peptoniphilus,Clostridiales,,Tissierellaceae,Bacteria,Peptoniphilus,Firmicutes,Clostridia,Bacteria,Peptoniphilus,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253APeptoniphilus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,10.0,0.0143638949,1.0,0.0020992086,,
253,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,113,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,Clostridiales,,Lachnospiraceae,Bacteria,Lachnobacterium,Firmicutes,Clostridia,Bacteria,Lachnobacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnobacterium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,113.0,0.2372105716,,
254,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,37,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,Bacteroidales,plebeius,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,plebeius,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aplebeius,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,37.0,0.2133794694
255,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:acidurici,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:acidurici,Clostridiales,acidurici,Clostridiaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,acidurici,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aacidurici,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,321.0,0.6738459601,1.0,0.0057670127
256,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Myxococcales,1,Bacteria:Proteobacteria:Deltaproteobacteria:Myxococcales,Myxococcales,,,Bacteria,,Proteobacteria,Deltaproteobacteria,Bacteria,Myxococcales,Deltaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253AMyxococcales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,4.0,0.0055763118,1.0,0.0013942723,,,,,,
257,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,59,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,Bacteroidales,,,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,Bacteroidales,Bacteroidia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,,,,,,
258,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,131,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,Clostridiales,,Clostridiaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Clostridiaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,,,,
259,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:oleae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:oleae,Enterobacteriales,oleae,Enterobacteriaceae,Bacteria,Erwinia,Proteobacteria,Gammaproteobacteria,Bacteria,oleae,Erwinia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AErwinia%253Aoleae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,908.0,1.9060814073,1.0,0.0057670127
260,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Slackia,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Slackia,Coriobacteriales,,Coriobacteriaceae,Bacteria,Slackia,Actinobacteria,Coriobacteriia,Bacteria,Slackia,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ASlackia,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,2.0,0.0041984172,,
261,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,4,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,Lactobacillales,,Streptococcaceae,Bacteria,,Firmicutes,Bacilli,Bacteria,Streptococcaceae,Lactobacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,252.0,0.3619701518,,,,
262,organisms,Bacteria:Gemmatimonadetes:Gemm-2,1,Bacteria:Gemmatimonadetes:Gemm-2,,,,Bacteria,,Gemmatimonadetes,Gemm-2,Bacteria,Gemm-2,Gemmatimonadetes,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AGemmatimonadetes%253AGemm-2,MGYA00005312,71732.0,100.0,1.0,0.001394078,1.0,0.001394078,,,,,,,,
263,organisms,Bacteria:Firmicutes:Bacilli:Gemellales,5,Bacteria:Firmicutes:Bacilli:Gemellales,Gemellales,,,Bacteria,,Firmicutes,Bacilli,Bacteria,Gemellales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,12.0,0.016731268,,,,,,
264,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,Clostridiales,,Veillonellaceae,Bacteria,Pelosinus,Firmicutes,Clostridia,Bacteria,Pelosinus,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APelosinus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,2.0,0.0041984172,,
265,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Halothiobacillaceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Halothiobacillaceae,Chromatiales,,Halothiobacillaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Halothiobacillaceae,Chromatiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AHalothiobacillaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,7.0,0.0097599063,1.0,0.0014363895,,,,
266,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,18,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,Clostridiales,satelles,Lachnospiraceae,Bacteria,Shuttleworthia,Firmicutes,Clostridia,Bacteria,satelles,Shuttleworthia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia%253Asatelles,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,217.0,0.4555282658,18.0,0.1038062284
267,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:bovienii,17,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:bovienii,Enterobacteriales,bovienii,Enterobacteriaceae,Bacteria,Xenorhabdus,Proteobacteria,Gammaproteobacteria,Bacteria,bovienii,Xenorhabdus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AXenorhabdus%253Abovienii,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,18.0,0.0377857548,17.0,0.0980392157
268,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,59,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,Bacteroidales,,Bacteroidaceae,Bacteria,5-7N15,Bacteroidetes,Bacteroidia,Bacteria,5-7N15,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253A5-7N15,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,59.0,0.1238533073,,
269,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:endodontalis,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:endodontalis,Bacteroidales,endodontalis,Porphyromonadaceae,Bacteria,Porphyromonas,Bacteroidetes,Bacteroidia,Bacteria,endodontalis,Porphyromonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APorphyromonas%253Aendodontalis,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,7.0,0.0146944602,2.0,0.0115340254
270,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,474,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,Bacteroidales,,Porphyromonadaceae,Bacteria,Parabacteroides,Bacteroidetes,Bacteroidia,Bacteria,Parabacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,1514.0,3.1782018179,,
271,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,276,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,Bacteroidales,ovatus,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,ovatus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aovatus,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,276.0,1.5916955017
272,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,77,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,Bifidobacteriales,longum,Bifidobacteriaceae,Bacteria,Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,longum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Alongum,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,167.0,0.232843479,167.0,0.2398770451,158.0,0.3316749585,77.0,0.4440599769
273,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae,Xanthomonadales,,Xanthomonadaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Xanthomonadaceae,Xanthomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AXanthomonadales%253AXanthomonadaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,58.0,0.0808677951,57.0,0.081874201,,,,
274,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae,Lactobacillales,,Carnobacteriaceae,Bacteria,,Firmicutes,Bacilli,Bacteria,Carnobacteriaceae,Lactobacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ACarnobacteriaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,7.0,0.0100547264,,,,
275,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Chromatiaceae:Alishewanella,2,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Chromatiaceae:Alishewanella,Alteromonadales,,Chromatiaceae,Bacteria,Alishewanella,Proteobacteria,Gammaproteobacteria,Bacteria,Alishewanella,Chromatiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253AChromatiaceae%253AAlishewanella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,68.0,0.0948105184,3.0,0.0043091685,2.0,0.0041984172,,
276,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae:Streptomyces,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae:Streptomyces,Actinomycetales,,Streptomycetaceae,Bacteria,Streptomyces,Actinobacteria,Actinobacteria,Bacteria,Streptomyces,Streptomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AStreptomycetaceae%253AStreptomyces,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,45.0,0.0627422548,1.0,0.0014363895,1.0,0.0020992086,,
